name,street_address,type,reviews,no_of_reviews,comments,price_range,type1,type2,type3,city,state,description,weighted_ratings,text_preprocessed
homeskillet,521 kentucky st," cafe, vegetarian friendly, vegan options",4.5,190,"we stumbled upon this wonderful restaurant on a day trip to bellingham and couldn't have been more pleased!  excellent food, atmosphere and service!",2.0,cafe,vegetarian friendly,vegan options,bellingham,wa," cafe, vegetarian friendly, vegan options we stumbled upon this wonderful restaurant on a day trip to bellingham and couldn't have been more pleased!  excellent food, atmosphere and service!",855.0,cafe vegetarian friendly vegan option stumbled upon wonderful restaurant day trip bellingham couldnt pleased excellent food atmosphere service
miracle pub,201 new jersey 37," american, bar, pub",4.0,76,"i used to be a semi-regular here for happy hour. something has changed, and not for the better. surly bartenders, manager has an attitude... no longer the ""warm and fuzzy"" feel. im now a regular at the office lounge which has a smiling  staff and...more",1.0,american,bar,pub,toms river,nj," american, bar, pub i used to be a semi-regular here for happy hour. something has changed, and not for the better. surly bartenders, manager has an attitude... no longer the ""warm and fuzzy"" feel. im now a regular at the office lounge which has a smiling  staff and...more",304.0,american bar pub used semiregular happy hour something changed better surly bartender manager attitude longer warm fuzzy feel im regular office lounge smiling staff andmore
d's mediterranean grill,1503 colcord ave," mediterranean, greek, middle eastern",4.5,147,a friend suggested we dine at d's mediterranean grill when we were attending a conference in waco. i ordered the lamb kabob plate and my wife had the greek salad with grilled chicken. both entrees were very good and we look forward to a return...more,2.0,mediterranean,greek,middle eastern,waco,tx," mediterranean, greek, middle eastern a friend suggested we dine at d's mediterranean grill when we were attending a conference in waco. i ordered the lamb kabob plate and my wife had the greek salad with grilled chicken. both entrees were very good and we look forward to a return...more",661.5,mediterranean greek middle eastern friend suggested dine d mediterranean grill attending conference waco ordered lamb kabob plate wife greek salad grilled chicken entree good look forward returnmore
fonda san miguel,2330 w north loop blvd," mexican, latin, vegetarian friendly",4.5,732,"fonda san miguel certainly has the wow factor when a person steps inside the exquisitely designed restaurant. would highly recommend having a reservation especially on the weekend. we ordered their speciality margaritas:  numero uno, silver coin (watermelon infused), and cucurrucucu and all were unique and...more",2.0,mexican,latin,vegetarian friendly,austin,tx," mexican, latin, vegetarian friendly fonda san miguel certainly has the wow factor when a person steps inside the exquisitely designed restaurant. would highly recommend having a reservation especially on the weekend. we ordered their speciality margaritas:  numero uno, silver coin (watermelon infused), and cucurrucucu and all were unique and...more",3294.0,mexican latin vegetarian friendly fonda san miguel certainly wow factor person step inside exquisitely designed restaurant would highly recommend reservation especially weekend ordered speciality margarita numero uno silver coin watermelon infused cucurrucucu unique andmore
sinbad's mediterranean cuisine,719 park ave," mediterranean, middle eastern, lebanese",4.5,241,"it's not a fancy restaurant but it's a good place to eat mediterranean food. 
the environment is simple, but the service is fast and attentious. they are concerned about whether everything is good. 
after placing our order, it didn't take long time. 
we ordered a...more",2.0,mediterranean,middle eastern,lebanese,rochester,ny," mediterranean, middle eastern, lebanese it's not a fancy restaurant but it's a good place to eat mediterranean food. 
the environment is simple, but the service is fast and attentious. they are concerned about whether everything is good. 
after placing our order, it didn't take long time. 
we ordered a...more",1084.5,mediterranean middle eastern lebanese fancy restaurant good place eat mediterranean food environment simple service fast attentious concerned whether everything good placing order didnt take long time ordered amore
catherine lombardi restaurant,3 livingston ave," italian, vegetarian friendly, gluten free options",4.0,230,"+
food was ok - my basil linguine was undercooked but the prawns were nice. sauce was incredibly oily though.
very nice physical surroundings.

- 
we were sat at a circular booth in the back that was way too narrow. was a tight squeeze for...more",3.0,italian,vegetarian friendly,gluten free options,new brunswick,nj," italian, vegetarian friendly, gluten free options +
food was ok - my basil linguine was undercooked but the prawns were nice. sauce was incredibly oily though.
very nice physical surroundings.

- 
we were sat at a circular booth in the back that was way too narrow. was a tight squeeze for...more",920.0,italian vegetarian friendly gluten free option food ok basil linguine undercooked prawn nice sauce incredibly oily though nice physical surroundings sat circular booth back way narrow tight squeeze formore
babin's seafood house,21851 katy fwy," american, seafood, vegan options",4.0,445,"as usual, my wife and i had a delicious meal at babin’s!  our server was excellent and very attentive.  i had my usual crawfish half & half and my wife had a salmon and shrinking kabob.",2.0,american,seafood,vegan options,katy,tx," american, seafood, vegan options as usual, my wife and i had a delicious meal at babin’s!  our server was excellent and very attentive.  i had my usual crawfish half & half and my wife had a salmon and shrinking kabob.",1780.0,american seafood vegan option usual wife delicious meal babins server excellent attentive usual crawfish half half wife salmon shrinking kabob
harbor lights,2761 ruston way," american, seafood, vegetarian friendly",4.0,362,"the harbor lights was one of the first on ruston way now filled with many eateries.  we haven't been there in awhile and we're extremely happy we did.
it was a beautiful evening with a huge moon glistening on the water shown through expansive windows....more",2.0,american,seafood,vegetarian friendly,tacoma,wa," american, seafood, vegetarian friendly the harbor lights was one of the first on ruston way now filled with many eateries.  we haven't been there in awhile and we're extremely happy we did.
it was a beautiful evening with a huge moon glistening on the water shown through expansive windows....more",1448.0,american seafood vegetarian friendly harbor light one first ruston way filled many eatery havent awhile extremely happy beautiful evening huge moon glistening water shown expansive windowsmore
bj's restaurant & brewhouse,5929 w waco dr," american, bar, vegetarian friendly",4.0,171,nice decor. guacamole egg rolls were quite good. son had parmesan chicken and loved it. i had tri-tip. it was like shoe leather. no one ever stopped by the table to check on us. $100 for a dinner for four. would not have minded that...more,2.0,american,bar,vegetarian friendly,waco,tx," american, bar, vegetarian friendly nice decor. guacamole egg rolls were quite good. son had parmesan chicken and loved it. i had tri-tip. it was like shoe leather. no one ever stopped by the table to check on us. $100 for a dinner for four. would not have minded that...more",684.0,american bar vegetarian friendly nice decor guacamole egg roll quite good son parmesan chicken loved tritip like shoe leather one ever stopped table check u dinner four would minded thatmore
comfort kitchen,454 broadway," american, vegetarian friendly, vegan options",4.5,143,we love the fried chicken sandwiches!  yummy food and nice picnic tables to dine on in the summer. low key and enjoyable.,1.0,american,vegetarian friendly,vegan options,saratoga springs,ny," american, vegetarian friendly, vegan options we love the fried chicken sandwiches!  yummy food and nice picnic tables to dine on in the summer. low key and enjoyable.",643.5,american vegetarian friendly vegan option love fried chicken sandwich yummy food nice picnic table dine summer low key enjoyable
palenque grill la plaza mall,2200 s 10th st ste s21," mexican, vegan options, vegetarian friendly",4.5,353,love this place. excellent food!!!! always very attentive and ready to serve. i had the volcanes. they are appetizers and enough to be a meal! recommend 100%.,2.0,mexican,vegan options,vegetarian friendly,mcallen,tx," mexican, vegan options, vegetarian friendly love this place. excellent food!!!! always very attentive and ready to serve. i had the volcanes. they are appetizers and enough to be a meal! recommend 100%.",1588.5,mexican vegan option vegetarian friendly love place excellent food always attentive ready serve volcanes appetizer enough meal recommend
rain,259 lark st," chinese, asian, vegetarian friendly",4.5,99,"i had high hopes for this restaurant, as it had been rated quite well.  while two of us enjoyed their entrees, 2 of us didn't (way too bland).  i added some hot mustard to improve the taste in my dish.  while there were some dishes...more",2.0,chinese,asian,vegetarian friendly,albany,ny," chinese, asian, vegetarian friendly i had high hopes for this restaurant, as it had been rated quite well.  while two of us enjoyed their entrees, 2 of us didn't (way too bland).  i added some hot mustard to improve the taste in my dish.  while there were some dishes...more",445.5,chinese asian vegetarian friendly high hope restaurant rated quite well two u enjoyed entree u didnt way bland added hot mustard improve taste dish dishesmore
grace - ft. worth,777 main st," american, vegetarian friendly, gluten free options",4.5,371,the food was fabulous with service match. super texas hospitality without being cloyingly attentive. the egg in the hole salad was outstanding. the dumplings were amazing. my steak was phenomenal. my daughter adored her scallops. butter scotch dessert dish was wonderful. expensive but money well...more,3.0,american,vegetarian friendly,gluten free options,fort worth,tx," american, vegetarian friendly, gluten free options the food was fabulous with service match. super texas hospitality without being cloyingly attentive. the egg in the hole salad was outstanding. the dumplings were amazing. my steak was phenomenal. my daughter adored her scallops. butter scotch dessert dish was wonderful. expensive but money well...more",1669.5,american vegetarian friendly gluten free option food fabulous service match super texas hospitality without cloyingly attentive egg hole salad outstanding dumpling amazing steak phenomenal daughter adored scallop butter scotch dessert dish wonderful expensive money wellmore
michelino's restaurant,169 washington ave," italian, pizza, vegetarian friendly",4.5,157,"the service is amazing, the pizza is the best in the whole state and the delivery is great. i order every week 😂",2.0,italian,pizza,vegetarian friendly,elizabeth,nj," italian, pizza, vegetarian friendly the service is amazing, the pizza is the best in the whole state and the delivery is great. i order every week 😂",706.5,italian pizza vegetarian friendly service amazing pizza best whole state delivery great order every week
thai house,14 n 2nd st," asian, thai, vegan options",4.5,35,"a must try for thai. great chef who pays attention to the details. hands down one of the best restaurants in yakima. be patient, when they get busy you’ll need to wait for this well prepared authentic fare. great!!!!!!",2.0,asian,thai,vegan options,yakima,wa," asian, thai, vegan options a must try for thai. great chef who pays attention to the details. hands down one of the best restaurants in yakima. be patient, when they get busy you’ll need to wait for this well prepared authentic fare. great!!!!!!",157.5,asian thai vegan option must try thai great chef pay attention detail hand one best restaurant yakima patient get busy youll need wait well prepared authentic fare great
50th street caboose,5027 50th st," mexican, american, vegetarian friendly",4.5,239,food is pretty good. my wife liked the chicken pot pie. i found the chile relleno heavy. there are lots of video games to play and drinks available.,2.0,mexican,american,vegetarian friendly,lubbock,tx," mexican, american, vegetarian friendly food is pretty good. my wife liked the chicken pot pie. i found the chile relleno heavy. there are lots of video games to play and drinks available.",1075.5,mexican american vegetarian friendly food pretty good wife liked chicken pot pie found chile relleno heavy lot video game play drink available
frontier public house restaurant of vancouver wa,4909 ne hazel dell ave," american, brew pub, gastropub",4.5,66,"packed house, comfortable neighborhood spot, food comes out fast, craft cocktails, great atmosphere, love the music..and the best chicken and dumplings in town.  we’ll be back, if we can find a spot in the parking lot:)",2.0,american,brew pub,gastropub,vancouver,wa," american, brew pub, gastropub packed house, comfortable neighborhood spot, food comes out fast, craft cocktails, great atmosphere, love the music..and the best chicken and dumplings in town.  we’ll be back, if we can find a spot in the parking lot:)",297.0,american brew pub gastropub packed house comfortable neighborhood spot food come fast craft cocktail great atmosphere love musicand best chicken dumpling town well back find spot parking lot
saltwater fish house and oyster bar,113 first street," american, seafood, gluten free options",4.5,135,"super disappointed. the mussels were very tiny- i've never seen them so small- quite surprised a seafood restaurant would purchase and serve them that size. we commented to the waitress who giggled and blew off our complaint. when ordering the salmon, i wanted to make...more",2.0,american,seafood,gluten free options,"langley, whidbey island",wa," american, seafood, gluten free options super disappointed. the mussels were very tiny- i've never seen them so small- quite surprised a seafood restaurant would purchase and serve them that size. we commented to the waitress who giggled and blew off our complaint. when ordering the salmon, i wanted to make...more",607.5,american seafood gluten free option super disappointed mussel tiny ive never seen small quite surprised seafood restaurant would purchase serve size commented waitress giggled blew complaint ordering salmon wanted makemore
p.f. chang's,3000 184th st sw ste 912," asian, chinese, vegetarian friendly",4.0,234,"the menu was far too limited.  hoping this was just a ""special occasion"" menu because lots of my favorites were missing.",2.0,asian,chinese,vegetarian friendly,lynnwood,wa," asian, chinese, vegetarian friendly the menu was far too limited.  hoping this was just a ""special occasion"" menu because lots of my favorites were missing.",936.0,asian chinese vegetarian friendly menu far limited hoping special occasion menu lot favorite missing
iron gate cafe,182 washington ave," american, cafe, vegetarian friendly",4.5,274,"went here for brunch and ordered coffee,bacon and some eggs. been here a few times for lunch as well and seems to be consistent.",2.0,american,cafe,vegetarian friendly,albany,ny," american, cafe, vegetarian friendly went here for brunch and ordered coffee,bacon and some eggs. been here a few times for lunch as well and seems to be consistent.",1233.0,american cafe vegetarian friendly went brunch ordered coffeebacon egg time lunch well seems consistent
europa bar and restaurant,625 westfield ave," portuguese, seafood, european",4.5,33,great portuguese restaruant  food was great service was outstanding. we love the sangria.  we have been going here for a very long time not regulars but more like our go to for fine portuguese food without going to newark tonight!  paella marinara is so fresh...more,2.0,portuguese,seafood,european,elizabeth,nj," portuguese, seafood, european great portuguese restaruant  food was great service was outstanding. we love the sangria.  we have been going here for a very long time not regulars but more like our go to for fine portuguese food without going to newark tonight!  paella marinara is so fresh...more",148.5,portuguese seafood european great portuguese restaruant food great service outstanding love sangria going long time regular like go fine portuguese food without going newark tonight paella marinara freshmore
ristorante lucano,1815 east ave," italian, vegetarian friendly, vegan options",4.5,228,"our seafood, beet salad, bonbon dessert, wine - everything was perfect and the wait staff was attentive and cheerful.  the four of us were there 2 1/2 hours just enjoying conversation with great food.",3.0,italian,vegetarian friendly,vegan options,rochester,ny," italian, vegetarian friendly, vegan options our seafood, beet salad, bonbon dessert, wine - everything was perfect and the wait staff was attentive and cheerful.  the four of us were there 2 1/2 hours just enjoying conversation with great food.",1026.0,italian vegetarian friendly vegan option seafood beet salad bonbon dessert wine everything perfect wait staff attentive cheerful four u hour enjoying conversation great food
dark horse tavern,4312 e genesee st," american, bar, pub",4.5,131,we've actually been here quite a few times and the food is always good.  they don't take reservations so you may have to wait and there is really no place to wait except the bar which is often full.  prices are fair for the quality...more,2.0,american,bar,pub,syracuse,ny," american, bar, pub we've actually been here quite a few times and the food is always good.  they don't take reservations so you may have to wait and there is really no place to wait except the bar which is often full.  prices are fair for the quality...more",589.5,american bar pub weve actually quite time food always good dont take reservation may wait really place wait except bar often full price fair qualitymore
amy's omelette house,302 cuthbert blvd," american, diner, vegetarian friendly",4.5,190,"the quality is very good, the selection is crazy and the prices make for an excellent value. if you can't find something in their menu you just can't be pleased.",2.0,american,diner,vegetarian friendly,cherry hill,nj," american, diner, vegetarian friendly the quality is very good, the selection is crazy and the prices make for an excellent value. if you can't find something in their menu you just can't be pleased.",855.0,american diner vegetarian friendly quality good selection crazy price make excellent value cant find something menu cant pleased
sandbox cafe surf city,1403 long beach blvd," american, cafe, vegetarian friendly",4.5,80,"sat for 20 minutes asked five servers to place an order 
all told me i was not there table 
walked a
out and the manger owner asked me how it was 
i told him i never got to order 
didn’t seem to care 
that was...more",2.0,american,cafe,vegetarian friendly,"surf city, long beach island",nj," american, cafe, vegetarian friendly sat for 20 minutes asked five servers to place an order 
all told me i was not there table 
walked a
out and the manger owner asked me how it was 
i told him i never got to order 
didn’t seem to care 
that was...more",360.0,american cafe vegetarian friendly sat minute asked five server place order told table walked manger owner asked told never got order didnt seem care wasmore
casa d' paco,73 warwick st," bar, european, spanish",4.5,76,"love everything about this place. jose the barman is super friendly and makes you feel at home. bar and food are authentically spanish, not the usual newark fare. the tapas is awesome, the calamares is one of best i’ve had. good for casual drinks with...more",2.0,bar,european,spanish,newark,nj," bar, european, spanish love everything about this place. jose the barman is super friendly and makes you feel at home. bar and food are authentically spanish, not the usual newark fare. the tapas is awesome, the calamares is one of best i’ve had. good for casual drinks with...more",342.0,bar european spanish love everything place jose barman super friendly make feel home bar food authentically spanish usual newark fare tapa awesome calamares one best ive good casual drink withmore
efes,32 easton ave," mediterranean, middle eastern, turkish",4.5,66,"valentines day dinner for two at efes was a great dinner choice.  i ordered the mixed mediterranean dinner which was a hearty choice of gyros, lamb kabob and char-grilled chicken kabob over rice with salad.  my wife's meal was a  s mussaka which described as...more",2.0,mediterranean,middle eastern,turkish,new brunswick,nj," mediterranean, middle eastern, turkish valentines day dinner for two at efes was a great dinner choice.  i ordered the mixed mediterranean dinner which was a hearty choice of gyros, lamb kabob and char-grilled chicken kabob over rice with salad.  my wife's meal was a  s mussaka which described as...more",297.0,mediterranean middle eastern turkish valentine day dinner two efes great dinner choice ordered mixed mediterranean dinner hearty choice gyro lamb kabob chargrilled chicken kabob rice salad wife meal mussaka described asmore
monsoon,10245 main st," asian, vietnamese, vegetarian friendly",4.5,194,"excellent vietnamese food . pleasant service , good value for money . it is a pleasant place to go with friends , family .",2.0,asian,vietnamese,vegetarian friendly,bellevue,wa," asian, vietnamese, vegetarian friendly excellent vietnamese food . pleasant service , good value for money . it is a pleasant place to go with friends , family .",873.0,asian vietnamese vegetarian friendly excellent vietnamese food pleasant service good value money pleasant place go friend family
kotta sushi lounge,6959 lebanon rd ste 108," japanese, sushi, asian",4.5,90,"sashimi platter and grilled hamachi is very fresh.  we had a chicken yaki-noodles which taste good, good portion. service is attentive and excellent.",2.0,japanese,sushi,asian,frisco,tx," japanese, sushi, asian sashimi platter and grilled hamachi is very fresh.  we had a chicken yaki-noodles which taste good, good portion. service is attentive and excellent.",405.0,japanese sushi asian sashimi platter grilled hamachi fresh chicken yakinoodles taste good good portion service attentive excellent
szechuan mountain house,3916 prince st," chinese, asian, vegetarian friendly",4.5,28,"great place was packed at 11:00 am for lunch. had several dished all were unique to me and all good. helps if you speak chinese but, you can't go wrong.",2.0,chinese,asian,vegetarian friendly,flushing,ny," chinese, asian, vegetarian friendly great place was packed at 11:00 am for lunch. had several dished all were unique to me and all good. helps if you speak chinese but, you can't go wrong.",126.0,chinese asian vegetarian friendly great place packed lunch several dished unique good help speak chinese cant go wrong
sun restaurant,1989 niagara st," sushi, asian, thai",4.5,184,"great food! we had sushi, red curry, stir fry and spring rolls. all were tasty.  wait staff were helpful and attentive. nice decor too.",2.0,sushi,asian,thai,buffalo,ny," sushi, asian, thai great food! we had sushi, red curry, stir fry and spring rolls. all were tasty.  wait staff were helpful and attentive. nice decor too.",828.0,sushi asian thai great food sushi red curry stir fry spring roll tasty wait staff helpful attentive nice decor
maza grill,21000 108th ave se," middle eastern, pakistani, steakhouse",5.0,17,"i went to maza with a friend and we were both so impressed with the food and the service. this is not a fancy place but it is very comfortable and the food was amazing, we had the tika masala and the lebanese chicken, both...more",2.0,middle eastern,pakistani,steakhouse,kent,wa," middle eastern, pakistani, steakhouse i went to maza with a friend and we were both so impressed with the food and the service. this is not a fancy place but it is very comfortable and the food was amazing, we had the tika masala and the lebanese chicken, both...more",85.0,middle eastern pakistani steakhouse went maza friend impressed food service fancy place comfortable food amazing tika masala lebanese chicken bothmore
the frog and the peach,29 dennis st," american, vegetarian friendly, gluten free options",4.0,350,"this is a very attractive restaurant with delicious food and excellent service. we started with a roasted carrot salad which was delicious. we both had the chicken which was outstanding. i never order things like macaroni and cheese, but i did, and it is not...more",3.0,american,vegetarian friendly,gluten free options,new brunswick,nj," american, vegetarian friendly, gluten free options this is a very attractive restaurant with delicious food and excellent service. we started with a roasted carrot salad which was delicious. we both had the chicken which was outstanding. i never order things like macaroni and cheese, but i did, and it is not...more",1400.0,american vegetarian friendly gluten free option attractive restaurant delicious food excellent service started roasted carrot salad delicious chicken outstanding never order thing like macaroni cheese notmore
daniel's broiler - bellevue,10500 ne 8th st," american, steakhouse, vegetarian friendly",4.5,777,"daniel's bellevue restaurant is a fine place. the (large) bar is a terrific watering hole, but with the crowd and the music it's more than just ""loud."" fortunately, we discovered the prime 21 lounge: small; soft music; nice view; fine menu; excellent service.",3.0,american,steakhouse,vegetarian friendly,bellevue,wa," american, steakhouse, vegetarian friendly daniel's bellevue restaurant is a fine place. the (large) bar is a terrific watering hole, but with the crowd and the music it's more than just ""loud."" fortunately, we discovered the prime 21 lounge: small; soft music; nice view; fine menu; excellent service.",3496.5,american steakhouse vegetarian friendly daniel bellevue restaurant fine place large bar terrific watering hole crowd music loud fortunately discovered prime lounge small soft music nice view fine menu excellent service
malakor thai restaurant,101 sw 41st st," asian, thai, vegetarian friendly",4.5,33,we went there monday last week. it was a business lunch and it’s my first time going there. i’m not impress with the service. it took us 10 mins to wait for the server to go to our table to take our order.  barely even...more,2.0,asian,thai,vegetarian friendly,renton,wa," asian, thai, vegetarian friendly we went there monday last week. it was a business lunch and it’s my first time going there. i’m not impress with the service. it took us 10 mins to wait for the server to go to our table to take our order.  barely even...more",148.5,asian thai vegetarian friendly went monday last week business lunch first time going im impress service took u min wait server go table take order barely evenmore
black & blue steak and crab,1470 western ave," seafood, american, steakhouse",4.0,303,i chose this restaurant because they had a scallop dish - which is my mom's favorite and we were taking her out for her 80th birthday.  black and blue was great.  not only did they give my mom a birthday card they also brought her...more,3.0,seafood,american,steakhouse,albany,ny," seafood, american, steakhouse i chose this restaurant because they had a scallop dish - which is my mom's favorite and we were taking her out for her 80th birthday.  black and blue was great.  not only did they give my mom a birthday card they also brought her...more",1212.0,seafood american steakhouse chose restaurant scallop dish mom favorite taking th birthday black blue great give mom birthday card also brought hermore
shawn o'donnell's american grill and irish pub,122 128th st se," american, irish, bar",4.5,358,my wife and i drop in several times of year and realize it should be more often.  the food and beverage choices are extensive and not a looser on the list!  shawn and his staff always provide the best in hospitality as well as serving...more,2.0,american,irish,bar,everett,wa," american, irish, bar my wife and i drop in several times of year and realize it should be more often.  the food and beverage choices are extensive and not a looser on the list!  shawn and his staff always provide the best in hospitality as well as serving...more",1611.0,american irish bar wife drop several time year realize often food beverage choice extensive looser list shawn staff always provide best hospitality well servingmore
blue danube restaurant,538 adeline st," german, european, eastern european",4.5,107,the blue danube offers cuisine from the countries through which the danube river passes.  the menu has many choices of popular dishes found in eastern europe.  our meals had the home made appearance and taste.  the blue danube is family owned and we felt we...more,2.0,german,european,eastern european,trenton,nj," german, european, eastern european the blue danube offers cuisine from the countries through which the danube river passes.  the menu has many choices of popular dishes found in eastern europe.  our meals had the home made appearance and taste.  the blue danube is family owned and we felt we...more",481.5,german european eastern european blue danube offer cuisine country danube river pass menu many choice popular dish found eastern europe meal home made appearance taste blue danube family owned felt wemore
mythos authentic greek cuisine,19629 northern blvd," mediterranean, greek, seafood",4.0,54,"i have been there many times before with my friends, but it hasn’t  been for a couple of years. 
for my birthday,  i requested to my family that we celebrate at mythos, since it has been  quite a while.  i remembered that i really enjoyed...more",2.0,mediterranean,greek,seafood,flushing,ny," mediterranean, greek, seafood i have been there many times before with my friends, but it hasn’t  been for a couple of years. 
for my birthday,  i requested to my family that we celebrate at mythos, since it has been  quite a while.  i remembered that i really enjoyed...more",216.0,mediterranean greek seafood many time friend hasnt couple year birthday requested family celebrate mythos since quite remembered really enjoyedmore
super cream,1014 e ruben torres," mexican, latin, vegetarian friendly",4.0,65,"excellent service, and the servers are very kind people as well as the management team.
fajitas whit enchiladas and the agua de horchata are my favorite.",2.0,mexican,latin,vegetarian friendly,brownsville,tx," mexican, latin, vegetarian friendly excellent service, and the servers are very kind people as well as the management team.
fajitas whit enchiladas and the agua de horchata are my favorite.",260.0,mexican latin vegetarian friendly excellent service server kind people well management team fajitas whit enchilada agua de horchata favorite
sushi hana japanese kitchen,1638 s mason rd," japanese, sushi, asian",4.5,90,been going here for years to back when it was the 1st sushi restaurant in katy!  tony and ming started the restaurant and it has been exceptional since then. love the sushi & sashimi plate!!,2.0,japanese,sushi,asian,katy,tx," japanese, sushi, asian been going here for years to back when it was the 1st sushi restaurant in katy!  tony and ming started the restaurant and it has been exceptional since then. love the sushi & sashimi plate!!",405.0,japanese sushi asian going year back st sushi restaurant katy tony ming started restaurant exceptional since love sushi sashimi plate
donatello's restaurant,466 3rd st," italian, american, pizza",4.5,440,"my husband & i took another couple for lunch on a friday. we had the fish & chips which was the best we have ever had. amazing, can’t wait to go again. steve is very welcoming & friendly, every staff member we encountered were polite...more",1.0,italian,american,pizza,niagara falls,ny," italian, american, pizza my husband & i took another couple for lunch on a friday. we had the fish & chips which was the best we have ever had. amazing, can’t wait to go again. steve is very welcoming & friendly, every staff member we encountered were polite...more",1980.0,italian american pizza husband took another couple lunch friday fish chip best ever amazing cant wait go steve welcoming friendly every staff member encountered politemore
davenport hotel collection,10 s post st," american, vegetarian friendly, vegan options",4.5,201,"loved the davenport when it was independent, and still love it as part of marriott. we have been coming here for over 20 years and they never cease to amaze me with their kindness and attention to detail! from the night staff who unlocked the...more",3.0,american,vegetarian friendly,vegan options,spokane,wa," american, vegetarian friendly, vegan options loved the davenport when it was independent, and still love it as part of marriott. we have been coming here for over 20 years and they never cease to amaze me with their kindness and attention to detail! from the night staff who unlocked the...more",904.5,american vegetarian friendly vegan option loved davenport independent still love part marriott coming year never cease amaze kindness attention detail night staff unlocked themore
pen thai restaurant,10107 main st," asian, thai, vegetarian friendly",4.5,214,"excellent food and service. the panang curry really stood out. service was not that friendly. other than that, the food was hot and quick.",2.0,asian,thai,vegetarian friendly,bothell,wa," asian, thai, vegetarian friendly excellent food and service. the panang curry really stood out. service was not that friendly. other than that, the food was hot and quick.",963.0,asian thai vegetarian friendly excellent food service panang curry really stood service friendly food hot quick
the sisters restaurant,2804 grand ave," american, soups, vegan options",4.5,53,"ate here twice (so far). sandwiches are very good. wide variety on the menu, including many vegetarian and gluten free options if you're into that sort of thing. daily soup specials. desserts are very tempting and tasty (especially the bread pudding). prices are reasonable for...more",2.0,american,soups,vegan options,everett,wa," american, soups, vegan options ate here twice (so far). sandwiches are very good. wide variety on the menu, including many vegetarian and gluten free options if you're into that sort of thing. daily soup specials. desserts are very tempting and tasty (especially the bread pudding). prices are reasonable for...more",238.5,american soup vegan option ate twice far sandwich good wide variety menu including many vegetarian gluten free option youre sort thing daily soup special dessert tempting tasty especially bread pudding price reasonable formore
etc. steakhouse,1409 palisade ave," steakhouse, american, kosher",4.5,65,this is a fantastic restaurant!! we did the tasting menu and it was amazing! better than any restaurant i have been in in nyc.,3.0,steakhouse,american,kosher,teaneck,nj," steakhouse, american, kosher this is a fantastic restaurant!! we did the tasting menu and it was amazing! better than any restaurant i have been in in nyc.",292.5,steakhouse american kosher fantastic restaurant tasting menu amazing better restaurant nyc
al biernat's,4217 oak lawn ave," american, steakhouse, vegetarian friendly",4.5,776,al biernat’s never fails to give a great experience. totally best service ever and fabulous food. always has something new to offer.,3.0,american,steakhouse,vegetarian friendly,dallas,tx," american, steakhouse, vegetarian friendly al biernat’s never fails to give a great experience. totally best service ever and fabulous food. always has something new to offer.",3492.0,american steakhouse vegetarian friendly al biernats never fails give great experience totally best service ever fabulous food always something new offer
corralito steak house,5800 doniphan dr," mexican, american, steakhouse",4.0,164,"1.  slowest service ever.  brought meals out one at a time, checks out one at a time, took checks for payment back one at a time.  one girl cancelled her drink b/c it took so long.  were going to the mall afterwards, but the server...more",2.0,mexican,american,steakhouse,el paso,tx," mexican, american, steakhouse 1.  slowest service ever.  brought meals out one at a time, checks out one at a time, took checks for payment back one at a time.  one girl cancelled her drink b/c it took so long.  were going to the mall afterwards, but the server...more",656.0,mexican american steakhouse slowest service ever brought meal one time check one time took check payment back one time one girl cancelled drink bc took long going mall afterwards servermore
hester's cafe & coffee shop,1714 s alameda st," american, cafe, vegetarian friendly",4.5,477,"i wasn't impressed. the breakfasts were more like deserts. too sweet. the price was proud, also. not bad, live music is a nice touch.",2.0,american,cafe,vegetarian friendly,corpus christi,tx," american, cafe, vegetarian friendly i wasn't impressed. the breakfasts were more like deserts. too sweet. the price was proud, also. not bad, live music is a nice touch.",2146.5,american cafe vegetarian friendly wasnt impressed breakfast like desert sweet price proud also bad live music nice touch
olive branch cafe,2501 e d st," american, cafe, soups",5.0,191,had a lunchtime tea party here with my wife. lots of yummy sweets and a nice variety of teas in the tea closet. would return. ambiance was opulent and comfortable.,2.0,american,cafe,soups,tacoma,wa," american, cafe, soups had a lunchtime tea party here with my wife. lots of yummy sweets and a nice variety of teas in the tea closet. would return. ambiance was opulent and comfortable.",955.0,american cafe soup lunchtime tea party wife lot yummy sweet nice variety tea tea closet would return ambiance opulent comfortable
louie & ernie's pizza,1300 crosby ave," italian, pizza, vegetarian friendly",5.0,184,my husband and i always stop in to pick up a slice or two when running our weekend errands.  love their pizza,1.0,italian,pizza,vegetarian friendly,bronx,ny," italian, pizza, vegetarian friendly my husband and i always stop in to pick up a slice or two when running our weekend errands.  love their pizza",920.0,italian pizza vegetarian friendly husband always stop pick slice two running weekend errand love pizza
caffe italia,662 central ave," italian, vegetarian friendly, vegan options",4.5,222,"the food is excellent & plentiful, the atmosphere & staff are wonderful & friendly.  very cozy, family restaurant.",3.0,italian,vegetarian friendly,vegan options,albany,ny," italian, vegetarian friendly, vegan options the food is excellent & plentiful, the atmosphere & staff are wonderful & friendly.  very cozy, family restaurant.",999.0,italian vegetarian friendly vegan option food excellent plentiful atmosphere staff wonderful friendly cozy family restaurant
